﻿initials,website,full_name,l_name_exists,title,school,department
RD,faculty/rjd4f,Robert J. Davis,1,Professor,School of Engineering and Applied Science,Department of Chemical Engineering
RD,faculty/red3u,Robert E. Davis,1,Professor,College of Arts and Sciences,Department of Environmental Sciences
RD,faculty/rd2ca,Reza Daugherty,1,Associate Professor,School of Medicine,Department of Radiology
RD,faculty/rkd3p,Rebecca Dameron,1,Associate Professor,School of Medicine,Department of Radiology
RE,faculty/rbe9w,Richard B. Evans,1,Associate Professor,Darden School of Business,Darden Graduate School of Business
RE,faculty/ree,Robert E. Emery,1,Professor,College of Arts and Sciences,Department of Psychology
RF,faculty/bmj5cn,Renzo Figari Jordan,1,Associate Professor,School of Medicine,Department of Neurology
RF,faculty/rrf9r,Robert Fuller,1,Associate Professor,School of Medicine,Department of Obstetrics and Gynecology
RF,faculty/rf7cf,Rupert Freeman,1,Assistant Professor,Darden School of Business,Darden Graduate School of Business
RF,faculty/ref8d,Robert Freeman,1,Professor,Darden School of Business,Darden Graduate School of Business
RF,faculty/rmf3f,Roseanne Ford,1,Professor,School of Engineering and Applied Science,Department of Chemical Engineering
RF,faculty/rwf6v,Rider W. Foley,1,Associate Professor,School of Engineering and Applied Science,Department of Engineering and Society
RF,faculty/rf4ru,Ronald Floridia,1,Assistant Professor,UVA College at Wise,UVA College at Wise
RF,faculty/rlf9w,Roger L. Fittro,1,Assistant Professor,School of Engineering and Applied Science,Department of Mechanical and Aerospace Engineering
RF,faculty/rgf3y,Robert Gary Ferguson,1,Professor,College of Arts and Sciences,Department of French Language and Literatures
RF,faculty/rf6d,Rita Felski,1,Professor,College of Arts and Sciences,Department of English
RF,faculty/raf7k,Robin A. Felder,1,Professor,School of Medicine,"Department of Pathology, Research"
RF,faculty/rf,Robert Fatton,1,Professor,College of Arts and Sciences,Department of Politics
RG,faculty/rcg6p,Craig,0,Associate Professor,College of Arts and Sciences,Department of Physics
RG,faculty/rlg9a,Richard L. Guerrant,1,Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
RG,faculty/rg7cv,Robert Gregory,1,Associate Professor,McIntire School of Commerce,McIntire School of Commerce
RG,faculty/rmg9p,Robert M. Grainger,1,Professor,College of Arts and Sciences,Department of Biology
RG,faculty/reg6v,Rose Emily Gonzalez,1,Associate Professor,School of Medicine,Department of Pediatrics
RG,faculty/rg,Roberto Ariel Gomez,1,Professor,School of Medicine,Department of Pediatrics
RG,faculty/rlg3t,Risa L. Goluboff,1,Professor,School of Law,School of Law
RG,faculty/rbg7a,Robert Benjamin Goldstein,1,Associate Professor,School of Medicine,Department of Anesthesiology
RG,faculty/rjg8s,Robert Jerard Gilliard,1,Assistant Professor,College of Arts and Sciences,Department of Chemistry
RG,faculty/rrg2xp,Robert R. Gibson,1,Director of Communications and Senior Researcher,Provost's Office,Weldon Cooper Center for Public Service
RG,faculty/rg2uc,Ryan D. Gentzler,1,Associate Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
RG,faculty/rcg2s,Rachel C. Geer,1,Assistant Professor,College of Arts and Sciences,Department of French Language and Literatures
RG,faculty/rg5qp,Robin Garrod,1,Associate Professor,College of Arts and Sciences,Department of Chemistry
RG,faculty/rg8xp,Ramapriya Ganti,1,Assistant Professor,School of Medicine,Department of Radiology
RG,faculty/rdg3y,Richard Galyean,1,Instructor in Music,UVA College at Wise,UVA College at Wise
RH,faculty/rmh2u,Richard M. Hynes,1,Professor,School of Law,School of Law
RH,faculty/rdh5b,Ryan D. Huish,1,Associate Professor,UVA College at Wise,UVA College at Wise
RH,faculty/reg5a,Rebecca Huffman,1,Lecturer,UVA College at Wise,UVA College at Wise
RH,faculty/rah2k,Robert A. Hueckstedt,1,Professor,College of Arts and Sciences,Middle Eastern and South Asian Languages and Cultures
RH,faculty/reh2u,R E. Howell,1,Professor,School of Medicine,PBHS Public Health Sciences Admin
RH,faculty/rjh2j,Robert J. Hirosky,1,Professor,College of Arts and Sciences,Department of Physics
RH,faculty/rjh7g,Robert J. Hatch,1,Associate Professor,UVA College at Wise,UVA College at Wise
RH,faculty/rsh8f,Robert S. Harris,1,Professor,Darden School of Business,Darden Graduate School of Business
RH,faculty/rah6d,Rachel A. Harmon,1,Professor,School of Law,School of Law
RH,faculty/rh3y,Richard Handler,1,Professor,College of Arts and Sciences,Department of Anthropology
RH,faculty/rdh3q,Richard Delmar Hall,1,Associate Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
RI,faculty/ri3e,Remy Indebetouw,1,Professor,College of Arts and Sciences,Department of Astronomy
RJ,faculty/rdj4g,Robert Jospe,1,Lecturer,College of Arts and Sciences,Department of Music
RJ,faculty/raj9c,Randy Jones,1,Professor,School of Nursing,School of Nursing
RJ,faculty/rrj3c,Robert R Jones,1,Professor,College of Arts and Sciences,Department of Physics
RJ,faculty/rmj3x,Richard Johnson,1,Executive Director for Global Affairs,Darden School of Business,Darden Graduate School of Business
RJ,faculty/rlj4j,Rhonda Jennings-Arey,1,Assistant Professor,College of Arts and Sciences,Department of English
RK,faculty/rk,Roman Krzysztofowicz,1,Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
RK,faculty/rak3e,Richard Kovatch,1,Lecturer,Business Operations,Office of the Assoc VP for Business Operations
RK,faculty/rhk5c,Rachel Kon,1,Associate Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
RK,faculty/rk7fp,Rita Koganzon,1,Assistant Professor,College of Arts and Sciences,Department of Politics
RK,faculty/rck2n,Robert C. Klesges,1,Professor,School of Medicine,PBHS Public Health Sciences Admin
RK,faculty/rk9j,Rachita Khot,1,Associate Professor,School of Medicine,Department of Radiology
RK,faculty/rwk3c,Richard Kent,1,Professor,School of Engineering and Applied Science,Department of Mechanical and Aerospace Engineering
RK,faculty/rms7h,Rebecca Kenner,1,Assistant Professor Teaching and Research,School of Medicine,"Department of Medicine, Hospital Medicine"
RK,faculty/rlk3p,Richard L. Kennedy,1,Associate Professor,College of Arts and Sciences,Department of Drama
RK,faculty/rsk,Robert S. Kemp,1,Professor,McIntire School of Commerce,McIntire School of Commerce
RK,faculty/rgk6y,Robert G. Kelly,1,Professor,School of Engineering and Applied Science,Department of Materials Science and Engineering
RK,faculty/rtk4u,Ryan Kellogg,1,Assistant Professor,School of Medicine,Department of Neurological Surgery
RK,faculty/rek3k,Raymond E. Keller,1,Professor,College of Arts and Sciences,Department of Biology
RL,faculty/rl2qm,Rachel A Letteri,1,Assistant Professor,School of Engineering and Applied Science,Department of Chemical Engineering
RL,faculty/rel4u,Ryan Lesh,1,Associate Professor,School of Medicine,Department of Anesthesiology
RL,faculty/rll9e,Rebecca L Leonard,1,Lecturer,McIntire School of Commerce,McIntire School of Commerce
RL,faculty/rtl5p,Robert Leonard,1,Lecturer,Research and Public Service,Office of the VP for Research
RL,faculty/rdl3s,Robin Legallo,1,Associate Professor,School of Medicine,Department of Pathology
RL,faculty/ral8e,Robert Leffers,1,Assistant Professor,Curry School of Education,Curry School of Education
RM,faculty/rjm4mf,Rebecca Mullan,1,Assistant Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
RM,faculty/rm6uz,Reza Mousavi,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
RM,faculty/rm5f,Rachel Most,1,Professor,College of Arts and Sciences,College of Arts and Sciences
RM,faculty/rym4z,Rachel Moon,1,Professor,School of Medicine,Department of Pediatrics
RM,faculty/rnm4n,Rachel Miller,1,"Associate Director, Summer and Special Academic Programs",Provost's Office,Summer Session Office
RM,faculty/rwm3n,Ronald W. Michener,1,Associate Professor,College of Arts and Sciences,Department of Economics
RM,faculty/rlm3u,Richard Lawrence Merkel,1,Professor,School of Medicine,Department of Psychiatry and NB Sciences
RM,faculty/rm3bt,Rahul Mehta,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
RM,faculty/rm2ht,Ruth Mason,1,Professor,School of Law,School of Law
RM,faculty/rm6px,Richard Martukanitz,1,Professor,School of Engineering and Applied Science,Department of Materials Science and Engineering
RM,faculty/rdm3h,Roger D Martin,1,Associate Professor,McIntire School of Commerce,McIntire School of Commerce
RM,faculty/rmm5a,Richard M. Marshall,1,Lecturer,College of Arts and Sciences,Department of Physics
RM,faculty/rm5s,Rohit Malhotra,1,Associate Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
RN,faculty/rn4ee,Rose Nevill,1,Assistant Professor,Curry School of Education,Curry School of Education
RN,faculty/rgn3p,Richard G Netemeyer,1,Professor,McIntire School of Commerce,McIntire School of Commerce
RN,faculty/rrn2n,Russell Nelson,1,Professor,McIntire School of Commerce,McIntire School of Commerce
RN,faculty/rmn9a,Ralf Nass,1,Assistant Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
RN,faculty/rkn3c,Robert K. Nakamoto,1,Professor,School of Medicine,Department of Molecular Phys and Biological Physics
RO,faculty/reo4x,Robert E. O'Connor,1,Professor,School of Medicine,Department of Emergency Medicine
RP,faculty/rcp7b,Robert Price,1,Football Recruiting Administrator,Athletics Department,Department of Athletics
RP,faculty/rjp2z,Richard J. Price,1,Professor,School of Engineering and Applied Science,Department of Biomedical Engineering
RP,faculty/rdp5p,Robert Powers,1,Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
RP,faculty/rap7v,Rachel Augustine Potter,1,Assistant Professor,College of Arts and Sciences,Department of Politics
RP,faculty/rrp2z,Rebecca R. Pompano,1,Assistant Professor,College of Arts and Sciences,Department of Chemistry
RP,faculty/rcp4p,Robert C. Pianta,1,Professor,Curry School of Education,"Dean's Office, Curry School of Education"
RP,faculty/rp6zr,Raymond S Pettit,1,Assistant Professor,School of Engineering and Applied Science,Department of Computer Science
RP,faculty/rap9r,Ruth Amy Payne,1,Lecturer,School of Law,School of Law
RP,faculty/rep2z,Robert E. Patterson,1,Associate Professor,McIntire School of Commerce,McIntire School of Commerce
RP,faculty/rp8ax,Ronak Patel,1,Assistant Professor,School of Medicine,Department of Anesthesiology
RP,faculty/rp4wf,Robert Parham,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
RP,faculty/rp2d,Ricardo Padron,1,Associate Professor,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
RR,faculty/rmr2x,Rebecca Merrick Rush,1,Assistant Professor,College of Arts and Sciences,Department of English
RR,faculty/rh4jw,Regan Royer,1,Assistant Professor,School of Medicine,Department of Physical Medicine and Rehabilitation
RR,faculty/rr3pp,Richard Ross,1,Assistant Professor,College of Arts and Sciences,Department of Statistics
RR,faculty/rrr7w,Randall R. Robey,1,Associate Professor,Curry School of Education,Curry School of Education
RR,faculty/rlr2p,Russell L. Riley,1,Professor,President's Office,Miller Center
RR,faculty/rr3bd,Robert Riggs,1,Assistant Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
RR,faculty/rr7rx,Rebecca Rieck,1,Assistant Professor,School of Medicine,Department of Obstetrics and Gynecology
RR,faculty/rr2m,Richard Ridge,1,Assistant Professor,School of Nursing,School of Nursing
RR,faculty/rhr6j,Richard Rice,1,Lecturer,Facilities Management,Facilities Management Department
RR,faculty/rcr3e,Robert Reiser,1,Associate Professor,School of Medicine,Department of Emergency Medicine
RR,faculty/rmr6w,RICHARD RE,1,Professor,School of Law,School of Law
RR,faculty/rr9rt,Roshni Raveendhran,1,Assistant Professor,Darden School of Business,Darden Graduate School of Business
RR,faculty/rr5m,R Jahan Ramazani,1,Professor,College of Arts and Sciences,Department of English
RR,faculty/rhr2n,Ronald Raab,1,"Associate Head Coach, Women's Soccer",Athletics Department,Department of Athletics
RS,faculty/res5r,Ray E. Stratton,1,Associate Professor,UVA College at Wise,UVA College at Wise
RS,faculty/rs3j,Ruth L. Stornetta,1,Professor,School of Medicine,Department of Pharmacology
RS,faculty/rps6a,Robert Patrick Stolz,1,Associate Professor,College of Arts and Sciences,Department of History
RS,faculty/rds8z,Richard D. Stevenson,1,Professor,School of Medicine,Department of Pediatrics
RS,faculty/rs7vs,Richard Stearns,1,Professor,Provost's Office,PV-Biocomplexity Initiative
RS,faculty/rvs8a,Renee Stanley,1,Instructor,UVA College at Wise,UVA College at Wise
RS,faculty/rls5ef,Rebecca Lynn Stangl,1,Associate Professor,College of Arts and Sciences,Department of Philosophy
RS,faculty/rps2k,Ryan Smith,1,Associate Professor,School of Medicine,Department of Urology
RS,faculty/ras9q,Robert Sinkin,1,Professor,School of Medicine,Department of Pediatrics
RS,faculty/rs4ad,Ruchik Sharma,1,Associate Professor,School of Medicine,Department of Anesthesiology
RS,faculty/rs3wn,Rahul Sharma,1,Associate Professor,School of Medicine,"Dept of Medicine, Center for Inflammation and Regeneration"
RS,faculty/rs3de,Rachel Setear,1,Lecturer,Student Affairs,Office of the Vice President for Student Affairs
RS,faculty/rs5fw,Ray Schweighardt,1,Assistant Professor,UVA College at Wise,UVA College at Wise
RS,faculty/rcs4t,Richard C. Schragger,1,Professor,School of Law,School of Law
RS,faculty/rcs9z,Raymond C. Scheppach,1,Professor,Frank Batten School of Leadership and Public Policy,Frank Batten School of Leadership &amp; Public Policy
RS,faculty/rs3yk,Rebecca J. Scharf,1,Associate Professor,School of Medicine,Department of Pediatrics
RS,faculty/rss2t,Robert S. Salzar,1,Associate Professor,School of Engineering and Applied Science,Department of Mechanical and Aerospace Engineering
RS,faculty/rs5su,Reza Salajegheh,1,Assistant Professor,School of Medicine,Department of Anesthesiology
RT,faculty/rmt3k,Robert Tyler,1,Associate University Counsel,President's Office,Office of the University Counsel
RT,faculty/rht7w,Bob Thiele,1,Associate Professor,School of Medicine,Department of Anesthesiology
RT,faculty/rwt2u,Robert William Tharpe,1,Lecturer,McIntire School of Commerce,McIntire School of Commerce
RT,faculty/rt5g,Richard Tanson,1,Sr International Student &amp; Scholar Advisor and Program Manager,Provost's Office,International Studies Office
RT,faculty/rht6h,Robert H Tai,1,Associate Professor,Curry School of Education,Curry School of Education
RV,faculty/rtv4a,Robert Vinson,1,Professor,College of Arts and Sciences,Institute of African-American and African Studies
RV,faculty/rv2p,Rajkumar Venkatesan,1,Professor,Darden School of Business,Darden Graduate School of Business
RV,faculty/rsv9d,Rupa S. Valdez,1,Associate Professor,School of Medicine,PBHS Public Health Sciences Admin
RW,faculty/rtw2n,Ryan Timothy Wright,1,Professor,McIntire School of Commerce,McIntire School of Commerce
RW,faculty/rlw2j,Robin L. Woodard,1,Associate Professor,UVA College at Wise,UVA College at Wise
RW,faculty/rdw,Ronald D. Williams,1,Associate Professor,School of Engineering and Applied Science,Department of Electrical and Computer Engineering
RW,faculty/rw6w,Richard J. Will,1,Associate Professor,College of Arts and Sciences,Department of Music
RW,faculty/rpw4n,Robert Wilder,1,Professor,School of Medicine,Department of Physical Medicine and Rehabilitation
RW,faculty/rtw2p,Ronald T. Wilcox,1,Professor,Darden School of Business,Darden Graduate School of Business
RW,faculty/rpw2t,Ryan Wiggins,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
RW,faculty/rjw5a,Richard J. Westphal,1,Professor,School of Nursing,School of Nursing
RW,faculty/rlw2sj,Rachel Weiss,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
RW,faculty/rmw5w,Robert M. Weikle,1,Professor,School of Engineering and Applied Science,Department of Electrical and Computer Engineering
RW,faculty/riw4j,Robert I. Webb,1,Professor,McIntire School of Commerce,McIntire School of Commerce
RW,faculty/rlw4ck,Rachel L. Wahl,1,Associate Professor,Curry School of Education,Curry School of Education
RY,faculty/ry3b,Ramesh Yadava,1,Instructor,School of Medicine,"Department of Pathology, Research"
RZ,faculty/rz4e,Ran Zhao,1,Associate Professor,College of Arts and Sciences,"East Asian Languages, Literatures, and Cultures"
SA,faculty/slk2n,Sally Kline Armentrout,1,Lecturer,McIntire School of Commerce,McIntire School of Commerce
SA,faculty/sda2e,Stephen D. Arata,1,Professor,College of Arts and Sciences,Department of English
SA,faculty/sea5z,Sarah Elizabeth Annunziato,1,Associate Professor,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
SA,faculty/ssa2w,Sid Angadi,1,Assistant Professor,Curry School of Education,Department of Kinesiology
SA,faculty/sa9w,Simon Anderson,1,Professor,College of Arts and Sciences,Department of Economics
SA,faculty/sg4c,Stacey Anderson,1,Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
SA,faculty/sa8ey,Shan Aman-Rana,1,Assistant Professor,College of Arts and Sciences,Department of Economics
SA,faculty/sa9a,Samuel Amago,1,Professor,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
SA,faculty/sa9bz,Sonia Alconini,1,Professor,College of Arts and Sciences,Department of Anthropology
SA,faculty/sra4p,Sean R. Agnew,1,Professor,School of Engineering and Applied Science,Department of Materials Science and Engineering
SA,faculty/sa4e,Scott T. Acton,1,Professor,School of Engineering and Applied Science,Department of Electrical and Computer Engineering
SA,faculty/sba6t,Stephen B. Abbott,1,Assistant Professor,School of Medicine,Department of Pharmacology
SB,faculty/slb5rc,Stacey L. Burgess,1,Assistant Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
SB,faculty/smb4qs,Sara Brumfield,1,Assistant Professor of Medicine,School of Medicine,"Department of Medicine, Hospital Medicine"
SB,faculty/seb7q,Susan Bruce,1,Lecturer,Student Affairs,Gordie Center for Substance Abuse Prevention
SB,faculty/sab2f,Sue A. Brown,1,Associate Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
SB,faculty/sfb2e,Stephen F. Brockmeier,1,Professor,School of Medicine,Orthopaedic Surgery Sports Medicine Division
SB,faculty/smb9cz,Steven Michael Bowers,1,Assistant Professor,School of Engineering and Applied Science,Department of Electrical and Computer Engineering
SB,faculty/smb4v,Stephen Borowitz,1,Professor,School of Medicine,Department of Pediatrics
SB,faculty/smb3u,Steven M. Boker,1,Professor,College of Arts and Sciences,Department of Psychology
SB,faculty/sb7dv,Sarah R Boggs,1,Assistant Professor,School of Medicine,Department of Pediatrics
SB,faculty/srb8q,Shannon R. Blevins,1,Associate Vice Chancellor-Economic Development &amp; Engagement,UVA College at Wise,UVA College at Wise
SB,faculty/ssb6n,Silvia S. Blemker,1,Professor,School of Engineering and Applied Science,Department of Biomedical Engineering
SB,faculty/sjc8g,Shelley Blakey,1,Assistant Athletic Trainer,Athletics Department,Department of Athletics
SB,faculty/smb6n,Sheila Mason Blackford,1,Lecturer,President's Office,Miller Center
SB,faculty/sb5fk,Sanchita Bhatnagar,1,Assistant Professor,School of Medicine,Department of Biochemistry and Molecular Genetics
SB,faculty/sb4fg,Sarah E. Betzer,1,Associate Professor,College of Arts and Sciences,Department of Art
SB,faculty/sb4b,Stuart S. Berr,1,Professor,School of Medicine,Department of Radiology
SB,faculty/sb4qk,Scott D. Bender,1,Associate Professor,School of Medicine,Department of Psychiatry and NB Sciences
SB,faculty/sb3de,Stefan Bekiranov,1,Associate Professor,School of Medicine,Department of Biochemistry and Molecular Genetics
SB,faculty/scb4v,Scott C. Beardsley,1,Professor,Darden School of Business,Darden Graduate School of Business
SB,faculty/sb3xk,Shannon Barker,1,Assistant Professor,School of Engineering and Applied Science,Department of Biomedical Engineering
SB,faculty/snb4af,Sally Barber,1,Lecturer,Health System,Office of Health System Support
SB,faculty/sab2s,Seki Balogun,1,Associate Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
SB,faculty/sdb7e,Steven David Baker,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
SB,faculty/sdb7q,Stephanie Bajo,1,Assistant Professor,School of Medicine,Department of Psychiatry and NB Sciences
SB,faculty/bsj8ff,Swayam Bagaria,1,Lecturer,College of Arts and Sciences,Department of Germanic Languages and Literatures
SB,faculty/sfb5d,Stefan Baessler,1,Associate Professor,College of Arts and Sciences,Department of Physics
SB,faculty/sb6ux,Stewart Babbott,1,Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
SC,faculty/sbc9g,Stephen B. Cushman,1,Professor,College of Arts and Sciences,Department of English
SC,faculty/sac7zu,Silas Culver,1,Assistant Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
SC,faculty/shc5e,Stephen Hembree Culp,1,Associate Professor of Urology,School of Medicine,Department of Urology
SC,faculty/sjm7r,Stacey Jo Criswell,1,Assistant Professor,School of Medicine,Department of Cell Biology
SC,faculty/src4z,Sheila R. Crane,1,Associate Professor,School of Architecture,Department of Architectural History
SC,faculty/sjw5y,Sarah J. Craig,1,Assistant Professor,School of Nursing,School of Nursing
SC,faculty/spc4bj,Stewart Craig,1,Lecturer,Research and Public Service,Office of the VP for Research
SC,faculty/stc2u,Sean Corbett,1,Associate Professor,School of Medicine,Department of Urology
SC,faculty/smr2h,Sarah Royal Collins,1,Lecturer,McIntire School of Commerce,McIntire School of Commerce
SC,faculty/src2f,Stephen Collins,1,Associate Professor,School of Medicine,Department of Anesthesiology
SC,faculty/slc6h,Sarah Collie,1,Associate Vice President for Organizational Excellence,Executive Vice President and Chief Operating Officer,Organizational Excellence
SC,faculty/src2j,Sarah Rose Cole,1,Assistant Professor,College of Arts and Sciences,College of Arts and Sciences
SC,faculty/sc9ar,Sylvia Shin Chong,1,Associate Professor,College of Arts and Sciences,Department of English
SC,faculty/ssc4r,Sunny Chiao,1,Assistant Professor,School of Medicine,Department of Anesthesiology
SC,faculty/sc8u,Shu-Chen Chen,1,Assistant Professor,College of Arts and Sciences,"East Asian Languages, Literatures, and Cultures"
SC,faculty/sc2bd,Sherita Chapman,1,Assistant Professor,School of Medicine,Department of Neurology
SC,faculty/sjc2t,Susan Chaplinsky,1,Professor,Darden School of Business,Darden Graduate School of Business
SC,faculty/slc7wd,Stephanie L. Ceraso,1,Associate Professor,College of Arts and Sciences,Department of English
SC,faculty/sc9d,Sylvia Cechova,1,Assistant Professor,School of Medicine,"Department of Medicine, Nephrology Division"
SC,faculty/sdc9m,Sean D. Carr,1,Executive Director of the Batten Institute,Darden School of Business,Darden Graduate School of Business
SC,faculty/sc6au,Steven Richard Caliari,1,Assistant Professor,School of Engineering and Applied Science,Department of Chemical Engineering
SC,faculty/shc5c,Stephen H. Caldwell,1,Professor,School of Medicine,"Department of Medicine, Gastroenterology"
SD,faculty/sfd3d,Stephan De Wekker,1,Professor,College of Arts and Sciences,Department of Environmental Sciences
SD,faculty/scd8v,Sean Duncan,1,Assistant Professor,College of Arts and Sciences,Department of Media Studies
SD,faculty/scd5c,Scott Christopher Doney,1,Professor,College of Arts and Sciences,Department of Environmental Sciences
SD,faculty/sd8us,Sepideh Dolatshahi,1,Assistant Professor,School of Medicine,Department of Biomedical Engineering
SD,faculty/ssd5yc,Shane Dikolli,1,Associate Professor,Darden School of Business,Darden Graduate School of Business
SD,faculty/sld5n,Sharon Diamond-Myrsten,1,Assistant Professor,School of Medicine,Department of Family Medicine
SD,faculty/sld4h,Sara Dexter,1,Associate Professor,Curry School of Education,Curry School of Education
SD,faculty/skd9r,Scott K. Deveaux,1,Professor,College of Arts and Sciences,Department of Music
SD,faculty/swd8g,Shane Davis,1,Associate Professor,College of Arts and Sciences,Department of Astronomy
SD,faculty/smd5r,Susan Davis,1,Lecturer,Student Affairs,Office of the Vice President for Student Affairs
SD,faculty/ssd5q,Shilpa Davé,1,Assistant Professor,College of Arts and Sciences,College of Arts and Sciences
SD,faculty/san5j,Sarah Dalrymple,1,Assistant Professor,School of Medicine,Department of Family Medicine
SE,faculty/se2s,Sarah Ewald,1,Assistant Professor,School of Medicine,Department of Microbiology
SE,faculty/sge3qp,Stephen Eubank,1,Professor,Provost's Office,PV-Biocomplexity Initiative
SE,faculty/sgeubank,Stephen Eubank,1,,,
SE,faculty/nsg8y,Serwa Ertl,1,Assistant Professor,School of Medicine,Department of Pediatrics
SE,faculty/slw3n,Sarah L.W. Elliott,1,"Assistant Dean, Student Affairs",Darden School of Business,Darden Graduate School of Business
SE,faculty/se4ja,Sebastian Elbaum,1,Professor,School of Engineering and Applied Science,Department of Computer Science
SE,faculty/sae6z,Sergei Egorov,1,Professor,College of Arts and Sciences,Department of Chemistry
SE,faculty/sme4n,S. Max Edelson,1,Professor,College of Arts and Sciences,Department of History
SE,faculty/sve2x,Stephen Early,1,Associate Professor,School of Medicine,Department of Otolaryngology - Head and Neck Surgery
SF,faculty/sf4r,Stephan Fuchs,1,Professor,College of Arts and Sciences,Department of Sociology
SF,faculty/sf2e,Shu Man Fu,1,Professor,School of Medicine,"Department of Medicine, Rheumatology"
SF,faculty/sdf8x,Susan D. Fraiman,1,Professor,College of Arts and Sciences,Department of English
SF,faculty/smf6p,Sean Ferguson,1,Assistant Professor,School of Engineering and Applied Science,Department of Engineering and Society
SF,faculty/shf2b,Sanford Feldman,1,Director,Research and Public Service,Center for Comparative Medicine
SG,faculty/sg5tr,Shakun Gupta,1,Assistant Professor,School of Medicine,Department of Pediatrics
SG,faculty/sg6m,Stefano Grazioli,1,Professor,McIntire School of Commerce,McIntire School of Commerce
SG,faculty/smh5g,Susan Gray,1,Associate Professor,School of Medicine,Department of Pediatrics
SG,faculty/sdg9t,Scott Gest,1,Professor,Curry School of Education,Curry School of Education
SG,faculty/sjg4k,Stephen Garland,1,Lecturer,Athletics Department,Department of Athletics
SG,faculty/smg7t,Shrirang M. Gadrey,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
SH,faculty/mzm6eb,Samuel Hundert,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
SH,faculty/sh3bz,Sally Hudson,1,Assistant Professor,Frank Batten School of Leadership and Public Policy,Frank Batten School of Leadership &amp; Public Policy
SH,faculty/slh3fj,Samantha Hudgins,1,Instructor,School of Nursing,School of Nursing
SH,faculty/sh9cq,Stefan Hoops,1,Associate Professor,Provost's Office,PV-Biocomplexity Initiative
SH,faculty/sh7je,Sook Hoang,1,Assistant Professor,School of Medicine,Department of Surgery
SH,faculty/skh8r,Scott Heysell,1,Associate Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
SH,faculty/sh8pz,Seongkook Heo,1,Assistant Professor,School of Engineering and Applied Science,Department of Computer Science
SH,faculty/swh9e,Steven Heim,1,Associate Professor,School of Medicine,Department of Family Medicine
SH,faculty/sgh4c,Susan Harris,1,Lecturer,President's Office,Office of the President
SH,faculty/sch4v,Sara Hallowell,1,Associate Professor,School of Nursing,School of Nursing
SI,faculty/si2uf,Sumit Isharwal,1,Assistant Professor,School of Medicine,Department of Urology
SI,faculty/sdi5h,Sanda D. Iliescu,1,Associate Professor,School of Architecture,Department of Architecture
SJ,faculty/sj9z,Suchitra Joshi,1,Assistant Professor,School of Medicine,Department of Neurology
SJ,faculty/smj5y,Sarah Jones,1,Assistant Professor,School of Medicine,Department of Neurology
SJ,faculty/slj6e,Steven Lawrence Johnson,1,Associate Professor,McIntire School of Commerce,McIntire School of Commerce
SK,faculty/sk7nn,Sheisha Kulkarni,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
SK,faculty/sk4xq,Saurabh Kulkarni,1,Assistant Professor,School of Medicine,Department of Cell Biology
SK,faculty/sk4ub,Sarah C Kucenas,1,Professor,College of Arts and Sciences,Department of Biology
SK,faculty/sk4gd,Sibylle Kranz,1,Associate Professor,Curry School of Education,Department of Kinesiology
SK,faculty/sk6ux,Sanket Korgaonkar,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
SK,faculty/smk9h,Susan M. Kools,1,Professor,School of Nursing,School of Nursing
SK,faculty/sek4b,Susan Kirk,1,Associate Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
SK,faculty/sak,Stephen Kimata,1,Lecturer,Provost's Office,Student Financial Services
